price,metro_stations_list,metro_station,walk_time,rooms,floor,floors_total,square_total,square_kitchen,ceiling_height,wall_material,renovation,year_built,owners_count,infrastructure,yard_improvement,publication_date,edit_date,ad_id,url,square_living
11500000,"Алексеевская: 14 мин, ВДНХ: 18 мин, Рижская: 5 мин",Рижская,5 мин,1.0,5.0,9.0,31.9,5.3,,Блочный,Есть ремонт,,,,,,,323395425,https://www.cian.ru/sale/flat/323395425/,21.6
17400000,"Автозаводская: 8 мин, ЗИЛ: 13 мин, Технопарк: 15 мин",Автозаводская,8 мин,2.0,1.0,5.0,55.3,7.1,3.0,Кирпичный,,,,Школы,Парковка,,,307778904,https://www.cian.ru/sale/flat/307778904/,34.5
10000000,"Улица Академика Янгеля: 15 мин, Пражская: 19 мин, Красный Строитель: 5 мин",Красный Строитель,5 мин,1.0,6.0,9.0,35.0,7.0,,Панельный,,,,"Школы, Торговые центры",,,,321216778,https://www.cian.ru/sale/flat/321216778/,19.0
20700000,"Шелепиха: 7 мин, Шелепиха: 10 мин, Москва-Сити: 19 мин",Шелепиха,7 мин,,8.0,9.0,49.0,12.0,,Монолитный,Есть ремонт,2015.0,,"Школы, Магазины, Торговые центры","Видеонаблюдение, Парковка, Охрана",,,322850776,https://www.cian.ru/sale/flat/322850776/,30.0
23350000,"Аннино: 3 мин, Улица Академика Янгеля: 18 мин, Лесопарковая: 21 мин",Аннино,3 мин,3.0,4.0,16.0,73.0,10.0,,Панельный,,,,Школы,,,,323224788,https://www.cian.ru/sale/flat/323224788/,51.0
22900000,"Нижегородская: 10 мин, Нижегородская: 11 мин, Нижегородская: 13 мин, Стахановская: 16 мин, Перово: 18 мин, Чухлинка: 20 мин",Нижегородская,10 мин,3.0,5.0,27.0,77.2,24.0,2.7,,Есть ремонт,2022.0,,"Школы, Магазины",Парковка,,,319469552,https://www.cian.ru/sale/flat/319469552/,33.7
9700000,"Толстопальцево: 20 мин, Кокошкино: 5 мин, Санино: 12 мин",Кокошкино,5 мин,2.0,7.0,12.0,58.1,11.0,2.9,,,,,,Парковка,,,315918320,https://www.cian.ru/sale/flat/315918320/,42.0
28999999,"Хорошёво: 23 мин, Шелепиха: 25 мин, Народное Ополчение: 25 мин, Полежаевская: 5 мин",Полежаевская,5 мин,1.0,39.0,43.0,46.7,16.7,3.1,,,2023.0,,Школы,Парковка,,,316135501,https://www.cian.ru/sale/flat/316135501/,17.4
23399000,"Царицыно: 4 мин, Пражская: 6 мин, Кантемировская: 6 мин",Царицыно,4 мин,2.0,14.0,17.0,64.7,12.4,2.65,Монолитно-кирпичный,Евроремонт,2020.0,,"Школы, Магазины",Парковка,,,322776545,https://www.cian.ru/sale/flat/322776545/,35.1
20900000,"Беговая: 3 мин, Улица 1905 года: 20 мин, Хорошёвская: 25 мин",Беговая,3 мин,1.0,9.0,37.0,38.6,12.0,3.0,Монолитный,Есть ремонт,2011.0,1.0,"Магазины, Торговые центры","Парковка, Охрана",,,322084032,https://www.cian.ru/sale/flat/322084032/,
50000000,"Белорусская: 8 мин, Белорусская: 12 мин, Динамо: 21 мин",Белорусская,8 мин,2.0,19.0,24.0,55.3,25.0,,Кирпичный,,2018.0,,Магазины,Парковка,,,323517030,https://www.cian.ru/sale/flat/323517030/,18.3
22000000,"Октябрьское поле: 13 мин, Зорге: 15 мин, Панфиловская: 21 мин",Октябрьское поле,13 мин,3.0,1.0,16.0,74.4,10.0,,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,322924480,https://www.cian.ru/sale/flat/322924480/,45.2
22975000,"Рижская: 15 мин, Рижская: 16 мин, Сокольники: 20 мин",Рижская,15 мин,,18.0,21.0,68.3,23.3,3.0,Монолитный,,2022.0,,"Школы, Магазины",Парковка,,,309095610,https://www.cian.ru/sale/flat/309095610/,30.4
15600000,"Рассказовка: 7 мин, Аэропорт Внуково: 9 мин, Пыхтино: 9 мин",Рассказовка,7 мин,2.0,5.0,17.0,58.3,11.1,2.8,Панельный,Есть ремонт,2014.0,,"Школы, Магазины, Торговые центры",Парковка,,,322948799,https://www.cian.ru/sale/flat/322948799/,38.0
13000000,"Прокшино: 18 мин, Ольховая: 6 мин, Коммунарка: 7 мин",Ольховая,6 мин,1.0,3.0,16.0,41.2,10.0,2.8,Монолитный,Евроремонт,2022.0,,"Школы, Магазины",Парковка,,,323167904,https://www.cian.ru/sale/flat/323167904/,26.2
35700000,"Динамо: 7 мин, Петровский Парк: 12 мин, Белорусская: 20 мин",Динамо,7 мин,,5.0,19.0,66.3,16.5,,,Есть ремонт,2019.0,,"Магазины, Торговые центры",Парковка,,,321700197,https://www.cian.ru/sale/flat/321700197/,
12800000,"Нагатинский Затон: 1 мин, Кленовый бульвар: 21 мин, Коломенская: 7 мин",Нагатинский Затон,1 мин,1.0,1.0,12.0,39.3,10.0,2.7,Панельный,,,,Магазины,Парковка,,,319810677,https://www.cian.ru/sale/flat/319810677/,20.0
25500000,"Домодедовская: 17 мин, Зябликово: 4 мин, Орехово: 5 мин",Зябликово,4 мин,2.0,8.0,10.0,67.5,15.0,,Монолитно-кирпичный,Евроремонт,2018.0,,"Школы, Магазины, Торговые центры",Парковка,,,323515665,https://www.cian.ru/sale/flat/323515665/,
74000000,"Поклонная: 21 мин, Ломоносовский проспект: 4 мин, Киевская: 6 мин",Ломоносовский проспект,4 мин,3.0,46.0,53.0,98.0,15.0,3.1,Монолитный,,2012.0,,"Школы, Магазины",Парковка,,,321654381,https://www.cian.ru/sale/flat/321654381/,73.0
486000000,"Смоленская: 9 мин, Парк Культуры: 11 мин, Кропоткинская: 13 мин",Смоленская,9 мин,4.0,4.0,7.0,252.3,16.0,3.35,,,2004.0,,Торговые центры,Парковка,,,291590047,https://www.cian.ru/sale/flat/291590047/,
330000000,"Маяковская: 8 мин, Пушкинская: 12 мин, Тверская: 12 мин, Баррикадная: 14 мин, Чеховская: 16 мин, Краснопресненская: 18 мин, Арбатская: 20 мин, Белорусская: 20 мин",Маяковская,8 мин,4.0,4.0,6.0,189.0,,,Кирпичный,Есть ремонт,,,,Парковка,,,314140879,https://www.cian.ru/sale/flat/314140879/,
8630000,"Войковская: 19 мин, Красный Балтиец: 12 мин, Балтийская: 4 мин",Балтийская,4 мин,,1.0,7.0,18.2,,2.7,Панельный,,,1.0,Магазины,Парковка,,,317422914,https://www.cian.ru/sale/flat/317422914/,
24500000,"Саларьево: 5 мин, Новопеределкино: 4 мин, Солнцево: 6 мин",Новопеределкино,4 мин,3.0,15.0,22.0,81.4,12.0,2.95,Монолитный,,2021.0,,Школы,"Парковка, Охрана",,,317916996,https://www.cian.ru/sale/flat/317916996/,46.5
12600000,"Кузьминки: 12 мин, Текстильщики: 13 мин, Текстильщики: 20 мин",Кузьминки,12 мин,2.0,5.0,9.0,37.0,7.5,2.6,Блочный,,,1.0,"Школы, Торговые центры",Парковка,,,323517519,https://www.cian.ru/sale/flat/323517519/,23.0
117284845,"Студенческая: 10 мин, Кутузовская: 14 мин, Москва-Сити: 14 мин, Киевская: 14 мин, Деловой центр: 18 мин, Деловой центр: 20 мин",Студенческая,10 мин,4.0,7.0,15.0,110.0,11.0,3.2,Кирпичный,,2008.0,,"Школы, Торговые центры",Парковка,,,317264524,https://www.cian.ru/sale/flat/317264524/,71.0
24300000,"Братиславская: 17 мин, Марьино: 21 мин, Люблино: 6 мин",Люблино,6 мин,4.0,9.0,16.0,89.4,10.9,,Панельный,Есть ремонт,,,,Парковка,,,323321757,https://www.cian.ru/sale/flat/323321757/,54.9
8800000,"Окружная: 10 мин, Владыкино: 11 мин, Петровско-Разумовская: 11 мин, Петровско-Разумовская: 16 мин",Окружная,10 мин,,11.0,14.0,24.0,3.0,2.79,Монолитный,,2018.0,,Магазины,Парковка,,,319747186,https://www.cian.ru/sale/flat/319747186/,16.0
21900000,"Щукинская: 3 мин, Стрешнево: 24 мин, Октябрьское поле: 4 мин",Щукинская,3 мин,2.0,1.0,5.0,60.0,15.0,3.0,Монолитный,Есть ремонт,,,,,,,323250397,https://www.cian.ru/sale/flat/323250397/,40.0
10300000,"Братиславская: 7 мин, Люблино: 17 мин, Марьино: 23 мин",Братиславская,7 мин,1.0,2.0,17.0,36.0,9.0,,Панельный,,,,"Школы, Магазины, Торговые центры",Видеонаблюдение,,,322829030,https://www.cian.ru/sale/flat/322829030/,14.5
6950000,"Стрешнево: 12 мин, Панфиловская: 14 мин, Сокол: 15 мин, Стрешнево: 15 мин",Стрешнево,12 мин,,2.0,9.0,15.4,3.0,3.0,Кирпичный,Есть ремонт,,,"Школы, Магазины, Торговые центры",Парковка,,,319065331,https://www.cian.ru/sale/flat/319065331/,7.0
93750000,"Октябрьская: 1 мин, Добрынинская: 12 мин, Полянка: 16 мин, Парк Культуры: 16 мин, Серпуховская: 16 мин, Шаболовская: 17 мин",Октябрьская,1 мин,,3.0,9.0,75.0,25.0,3.2,Монолитный,,,,,Парковка,,,321037064,https://www.cian.ru/sale/flat/321037064/,45.0
45900000,"Шелепиха: 3 мин, Шелепиха: 5 мин, Москва-Сити: 10 мин, Москва-Сити: 12 мин, Москва-Сити: 14 мин, Деловой центр: 19 мин, Деловой центр: 20 мин",Шелепиха,3 мин,3.0,45.0,51.0,108.1,22.0,3.1,Монолитный,Есть ремонт,2019.0,,,Парковка,,,322471274,https://www.cian.ru/sale/flat/322471274/,55.0
19000000,"Лефортово: 12 мин, Лефортово: 14 мин, Авиамоторная: 20 мин",Лефортово,12 мин,2.0,6.0,7.0,53.0,7.0,,,Евроремонт,,,"Школы, Магазины",Парковка,,,321324348,https://www.cian.ru/sale/flat/321324348/,32.0
23500000,"Кантемировская: 18 мин, Москворечье: 16 мин, Москворечье: 19 мин, Царицыно: 23 мин",Москворечье,16 мин,3.0,5.0,14.0,78.7,8.4,2.65,Панельный,Есть ремонт,,,"Школы, Магазины",,,,321744793,https://www.cian.ru/sale/flat/321744793/,48.4
363987450,"Смоленская: 6 мин, Киевская: 15 мин, Баррикадная: 21 мин",Смоленская,6 мин,4.0,5.0,14.0,206.0,15.0,,Кирпичный,Новый ремонт,2006.0,,,"Парковка, Охрана",,,321476430,https://www.cian.ru/sale/flat/321476430/,
20500000,"Филатов Луг: 10 мин, Рассказовка: 7 мин, Новопеределкино: 10 мин",Рассказовка,7 мин,2.0,10.0,25.0,69.3,20.0,2.83,,,2023.0,,"Школы, Магазины, Торговые центры","Парковка, Видеонаблюдение",,,319266230,https://www.cian.ru/sale/flat/319266230/,35.0
170000000,"Маяковская: 6 мин, Новослободская: 10 мин, Белорусская: 12 мин, Менделеевская: 12 мин, Белорусская: 16 мин, Тверская: 17 мин, Пушкинская: 18 мин, Чеховская: 18 мин, Достоевская: 20 мин",Маяковская,6 мин,4.0,16.0,16.0,231.3,21.0,3.2,,Есть ремонт,,,"Школы, Торговые центры","Видеонаблюдение, Парковка, Охрана",,,321987817,https://www.cian.ru/sale/flat/321987817/,141.0
32000000,"Бульвар Рокоссовского: 21 мин, Белокаменная: 16 мин, Преображенская площадь: 7 мин",Преображенская площадь,7 мин,3.0,16.0,16.0,118.4,38.0,,Монолитно-кирпичный,,,,,Парковка,,,323018487,https://www.cian.ru/sale/flat/323018487/,72.4
13000000,"Медведково: 21 мин, Свиблово: 5 мин, Бабушкинская: 6 мин",Свиблово,5 мин,1.0,11.0,14.0,38.0,8.1,2.82,Панельный,Дизайнерский ремонт,,,"Школы, Торговые центры",Парковка,,,323492677,https://www.cian.ru/sale/flat/323492677/,16.9
19700000,"Нагатинский Затон: 10 мин, Кленовый бульвар: 14 мин, Коломенская: 7 мин",Коломенская,7 мин,2.0,12.0,12.0,52.8,8.8,2.64,Панельный,,,,,Парковка,,,317838817,https://www.cian.ru/sale/flat/317838817/,30.4
15000000,"Хорошёвская: 10 мин, Полежаевская: 11 мин, Звенигородская: 17 мин, Шелепиха: 22 мин",Хорошёвская,10 мин,,8.0,22.0,45.0,8.0,2.8,,,2023.0,1.0,"Школы, Магазины",Парковка,,,322494373,https://www.cian.ru/sale/flat/322494373/,25.0
